Study_ID,Type,Group1,Group2,LOD,Variant,Num_ppl,Day_measure,NAb_mean,NAb_SD,NAb_l95,NAb_u95,NAb_med,NAb_q1,NAb_q3,NAb_min,NAb_max,LOD_50,DOI
PZ911,Obs,PZ_PZ21_PZ_PZ,,0.903089987,Omicron,15,15,1.698970004,,1.328379603,2.069668097,,,,,,N,10.2807/1560-7917.ES.2022.27.30.2200559
PZ911,Obs,ConvOmicron,,0.903089987,WT,11,30,0.748188027,,0.361727836,1.149219113,,,,,,N,10.2807/1560-7917.ES.2022.27.30.2200559
PZ911,Obs,ConvOmicron,,0.903089987,Omicron,11,30,1.625312451,,1.257678575,1.994317153,,,,,,N,10.2807/1560-7917.ES.2022.27.30.2200559
PZ911,Obs,ConvOmicron,,0.903089987,Omicron,11,30,1.926342447,,1.745074792,2.108226656,,,,,,N,10.2807/1560-7917.ES.2022.27.30.2200559
PZ911,Obs,ConvOmicron,,0.903089987,Omicron,11,30,0.954242509,,0.568201724,1.334453751,,,,,,N,10.2807/1560-7917.ES.2022.27.30.2200559
PZ911,Obs,ConvOmicron,,0.903089987,Omicron,11,30,0.397940009,,0,0.785329835,,,,,,Y,10.2807/1560-7917.ES.2022.27.30.2200559
PZ939,RCT,PZ_PZ21,18to55,1.301029996,WT,12,7,2.557507202,,2.376576957,2.745855195,,,,,,N,10.1056/NEJMoa2027906
PZ939,RCT,PZ_PZ21,18to55,1.301029996,WT,12,7,2.212187604,,2.064457989,2.36361198,,,,,,N,10.1056/NEJMoa2027906
PZ939,RCT,PZ_PZ21,65to85,1.301029996,WT,12,14,2.173186268,,1.908485019,2.440909082,,,,,,N,10.1056/NEJMoa2027906
PZ939,RCT,PZ_PZ21,65to85,1.301029996,WT,12,14,2.31386722,,2.037426498,2.596597096,,,,,,N,10.1056/NEJMoa2027906
PZ939,RCT,ConvWT,,1.301029996,WT,38,14,1.973127854,,1.792391689,2.100370545,,,,,,N,10.1056/NEJMoa2027906
PZ35,Obs,PZ_PZ21,,0.602059991,WT,56,108,3.017867719,2.971183041,2.898396046,3.111598525,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,PZ_PZ21,,0.602059991,WT,56,108,2.962132469,2.855276804,2.86009833,3.04453976,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,PZ_PZ21,,0.602059991,Alpha,56,108,2.815909651,2.757471948,2.700097705,2.907250083,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,PZ_PZ21,,0.602059991,Gamma,56,108,2.755569981,2.733919151,2.627877695,2.854123782,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,PZ_PZ21,,0.602059991,Lambda,56,108,2.723947976,2.636688448,2.616475514,2.809963522,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,PZ_PZ21,,0.602059991,Delta,56,108,2.670245853,2.681241237,2.530839779,2.775683249,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,SV_SV28,,0.602059991,WT,53,94,2.207365037,2.21031852,2.066325925,2.313656347,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,SV_SV28,,0.602059991,Alpha,53,94,2.0923697,2.245265839,2.245265839,2.236033147,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,SV_SV28,,0.602059991,Gamma,53,94,2.113943352,2.256236533,2.256236533,2.254548077,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,SV_SV28,,0.602059991,Lambda,53,94,1.972434277,2.20709554,2.20709554,2.140508043,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,SV_SV28,,0.602059991,Delta,53,94,1.639486489,1.864866914,1.864866914,1.804752602,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,ConvWT,,0.602059991,WT,30,,2.744918542,2.517723595,2.517723595,2.831741834,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,ConvWT,,0.602059991,Alpha,30,,2.622628426,2.523356207,2.523356207,2.735519059,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,ConvWT,,0.602059991,Gamma,30,,2.494015375,2.464638559,2.464638559,2.624075731,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,ConvWT,,0.602059991,Lambda,30,,2.469527479,1.40654018,1.40654018,2.57863921,,,,,,N,10.1038/s41564-022-01092-1 
PZ35,Obs,ConvWT,,0.602059991,Delta,30,,2.513350799,2.574147064,2.574147064,2.668572269,,,,,,N,10.1038/s41564-022-01092-1 
PZ39,Obs,PZ_PZ21,,1,WT,31,32,2.340047318,2.02201574,,,,,,,,N,10.1038/s41591-022-01704-7 
PZ39,Obs,PZ_PZ21,,1,Omicron,31,32,0.84509804,0.973127854,,,,,,,,Y,10.1038/s41591-022-01704-7 
PZ39,Obs,PZ_PZ21_PZ301,,1,WT,25,28,2.505149978,0,,,,,,,,N,10.1038/s41591-022-01704-7 
PZ39,Obs,PZ_PZ21_PZ301,,1,Omicron,25,28,1.890979597,1.958085849,,,,,,,,N,10.1038/s41591-022-01704-7 
PZ39,Obs,SV_SV28,,1,WT,30,33,1.511883361,1.800029359,,,,,,,,N,10.1038/s41591-022-01704-7 
PZ39,Obs,SV_SV28,,1,Omicron,30,33,0.698970004,0,,,,,,,,Y,10.1038/s41591-022-01704-7 
PZ39,Obs,SV_SV28_SV85,,1,WT,37,30,1.812913357,1.888179494,,,,,,,,N,10.1038/s41591-022-01704-7 
PZ39,Obs,SV_SV28_SV85,,1,Omicron,37,30,0.949390007,0.857332496,,,,,,,,Y,10.1038/s41591-022-01704-7 
PZ39,Obs,SV_SV28_PZ89,,1,WT,27,30,2.485011215,1.608526034,,,,,,,,N,10.1038/s41591-022-01704-7 
PZ39,Obs,SV_SV28_PZ89,,1,Omicron,27,30,1.772321707,2.002166062,,,,,,,,N,10.1038/s41591-022-01704-7 
PZ39,Obs,ConvNR,,1,WT,30,179,1.932980822,1.974050903,,,,,,,,N,10.1038/s41591-022-01704-7 
PZ39,Obs,ConvNR,,1,Omicron,30,179,0.908485019,1.450249108,,,,,,,,Y,10.1038/s41591-022-01704-7 
PZ39,Obs,ConvOmicron,,1,WT,6,170,2.003433319,2.17682991,,,,,,,,N,10.1038/s41591-022-01704-7 
PZ39,Obs,ConvOmicron,,1,Omicron,6,170,1.401373328,1.78198761,,,,,,,,N,10.1038/s41591-022-01704-7 
