Study_ID,Type,Group1,Group2,LOD,Variant,Num_ppl,Day_measure,NAb_mean,NAb_SD,NAb_l95,NAb_u95,NAb_med,NAb_q1,NAb_q3,NAb_min,NAb_max,LOD_50,DOI
Pf8,Obs,ConvNR,HCW,1.602059991,WT,170,,3.001300933,,2.88422877,3.118925753,,,,,,N,
Pf9,Obs,Conv_Pf,HCW,,WT,20,21,,,,,3.231979027,2.996949248,3.503245771,,,N,
Pf9,Obs,Conv_Pf,HCW,,Gamma,20,21,,,,,3.611404638,3.521661015,3.703549298,,,N,
Pf9,Obs,Pf_Pf,HCW,,WT,15,21,,,,,2.278753601,2.075546961,2.480006943,,,N,
Pf9,Obs,Pf_Pf,HCW,,Gamma,15,21,,,,,2.459392488,2.167317335,2.95616843,,,N,
Pf9,Obs,ConvWT,HCW,,WT,20,,,,,,1.579783597,1.204119983,1.826074803,,,N,
Pf9,Obs,ConvWT,HCW,,Gamma,20,,,,,,1.819543936,1.477121255,2.11058971,,,N,
Pf10,Obs,Pf_Pf,,1.301029996,WT,51,14,2.59439255,0.397940009,,,,,,,,N,
Pf10,Obs,Pf_Pf,,1.301029996,Alpha,51,14,2.173186268,0.380211242,,,,,,,,N,
Pf10,Obs,Pf_Pf,,1.301029996,Beta,51,14,1.653212514,0.361727836,,,,,,,,N,
Pf10,Obs,ConvNR,,1.301029996,WT,50,,1.716837723,0.633468456,,,,,,,,N,
Pf10,Obs,ConvNR,,1.301029996,Alpha,50,,1.565847819,0.477121255,,,,,,,,N,
Pf10,Obs,ConvNR,,1.301029996,Beta,50,,1.459392488,0.361727836,,,,,,,,N,
Pf11,Obs,Pf_Pf15_Pf37,,1.301029996,WT,30,185,2.149219113,,1.73239376,2.564666064,,,,,,N,
Pf11,Obs,ConvNR,,1.301029996,WT,,181,1.792391689,,1.322219295,2.264817823,,,,,,N,
Pf12,,Pf,,0.602059991,WT,37,21,1.886490725,,0.903089987,2.847572659,,,,,,N,
Pf12,,Pf,,0.602059991,Alpha,37,21,1.633468456,,0.698970004,2.564666064,,,,,,N,
Pf12,,Pf_Pf,,0.602059991,WT,21,21,2.50242712,,2.08278537,3,,,,,,N,
Pf12,,Pf_Pf,,0.602059991,Alpha,21,21,2.305351369,,1.799340549,2.77524626,,,,,,N,
Pf12,,ConvNR,,0.602059991,WT,27,,3.095866453,,2.342422681,3.890029586,,,,,,N,
Pf12,,ConvNR,,0.602059991,Alpha,27,,2.719331287,,1.903089987,3.523486332,,,,,,N,
Pf13,Obs,Pf,,1.301029996,WT,29,24,1.69019608,,1.505149978,1.880813592,,,,,,N,
Pf13,Obs,Pf,,1.301029996,Delta,29,24,1.556302501,,1.322219295,1.799340549,,,,,,N,
Pf13,Obs,Pf,,1.301029996,Omicron,29,24,<LOD,,<LOD,<LOD,,,,,,Y,
Pf13,Obs,Conv_Pf,,1.301029996,WT,25,24,3.121559844,,2.780317312,3.469674773,,,,,,N,
Pf13,Obs,Conv_Pf,,1.301029996,Delta,25,24,2.567026366,,2.290034611,2.845718018,,,,,,N,
Pf13,Obs,Conv_Pf,,1.301029996,Omicron,25,24,2.526339277,,2.164352856,2.884795364,,,,,,N,
Pf13,Obs,Pf_Pf21,,1.301029996,WT,29,24,2.780029127,,2.698709349,2.86135516,,,,,,N,
Pf13,Obs,Pf_Pf21,,1.301029996,Delta,29,24,2.439963936,,2.303196057,2.576801896,,,,,,N,
Pf13,Obs,Pf_Pf21,,1.301029996,Omicron,29,24,1.234010818,,1.113943352,1.354108439,,,,,,Y,
Pf13,Obs,Conv_Pf_Pf21,,1.301029996,WT,27,24,3.402433346,,3.237292338,3.567379308,,,,,,N,
Pf13,Obs,Conv_Pf_Pf22,,1.301029996,Delta,27,24,2.961421094,,2.762528522,3.160468531,,,,,,N,
Pf13,Obs,Conv_Pf_Pf23,,1.301029996,Omicron,27,24,2.546542663,,2.247973266,2.844477176,,,,,,N,
Pf13,Obs,ConvWT,,1.301029996,WT,24,,1.770852012,,1.491361694,2.049218023,,,,,,N,
Pf13,Obs,ConvWT,,1.301029996,Delta,24,,1.342422681,,1.146128036,1.51851394,,,,,,N,
Pf13,Obs,ConvWT,,1.301029996,Omicron,24,,<LOD,,<LOD,<LOD,,,,,,Y,
Pf14,Obs,Pf,,1.698970004,WT,16,21,1.720159303,0.98811284,,,,,,,,N,
Pf14,Obs,Conv_Pf,,1.698970004,WT,16,21,3.383240712,3.243682807,,,,,,,,N,
Pf14,Obs,ConvNR,,1.698970004,WT,16,,2.19368103,2.236033147,,,,,,,,N,
Pf15,Obs,Pf,,1,WT,10,25,2.898176483,,2.499687083,3.014520539,,,,,,N,
Pf15,Obs,Conv_Pf,,1,WT,3,25,4.149188311,,,,,,,1.908002201,4.961757957,N,
Pf15,Obs,Pf_Pf,,1,WT,10,16,4.221362067,,3.823539434,4.352934644,,,,,,N,
Pf15,Obs,Conv_Pf_Pf,,1,WT,3,16,4.221362067,,,,,,,3.544068044,4.650492083,N,
Pf15,Obs,ConvNR,Outpatient,1,WT,13,,2.276231958,,,,,,,1.994317153,2.437116093,N,
Pf15,Obs,ConvNR,Hospitalised,1,WT,14,,3.946255707,,,,,,,0,4.468184809,N,
Pf16,Obs,Pf_Pf,HCW,1.903089987,WT,17,35,2.900367129,,2.62838893,3.178401342,,,,,,N,
Pf16,Obs,Conv_Pf_Pf,HCW,1.903089987,WT,19,35,3.691435152,,3.451018452,3.926599654,,,,,,N,
Pf16,Obs,Pf_Pf,HCW,1.903089987,Alpha,17,35,2.703291378,,2.392696953,3.012837225,,,,,,N,
Pf16,Obs,Conv_Pf_Pf,HCW,1.903089987,Alpha,19,35,3.322839273,,3.098297536,3.547159121,,,,,,N,
Pf16,Obs,Pf_Pf,HCW,1.903089987,Beta,17,35,2.227886705,,1.924279286,2.526339277,,,,,,N,
Pf16,Obs,Conv_Pf_Pf,HCW,1.903089987,Beta,19,35,3.237292338,,2.916453949,3.563243701,,,,,,N,
Pf16,Obs,Pf_Pf,HCW,1.903089987,Gamma,17,35,2.72427587,,2.521138084,2.927370363,,,,,,N,
Pf16,Obs,Conv_Pf_Pf,HCW,1.903089987,Gamma,19,35,3.536432176,,3.306639441,3.771587481,,,,,,N,
Pf16,Obs,Pf_Pf,HCW,1.903089987,Delta,17,35,2.563481085,,2.328379603,2.804139432,,,,,,N,
Pf16,Obs,Conv_Pf_Pf,HCW,1.903089987,Delta,19,35,3.27989498,,3.055378331,3.504470862,,,,,,N,
Pf16,Obs,ConvWT,HCW,1.903089987,WT,19,35,2.746634199,,2.222716471,3.269979677,,,,,,N,
Pf16,Obs,ConvWT,HCW,1.903089987,WT,19,35,2.238046103,,1.944482672,2.531478917,,,,,,N,
Pf16,Obs,ConvWT,HCW,1.903089987,Alpha,19,30,2.572871602,,2.064457989,3.078819183,,,,,,N,
Pf16,Obs,ConvWT,HCW,1.903089987,Alpha,19,210,2.255272505,,1.939519253,2.56937391,,,,,,N,
Pf16,Obs,ConvWT,HCW,1.903089987,Beta,19,30,1.929418926,,1.531478917,2.330413773,,,,,,N,
Pf16,Obs,ConvWT,HCW,1.903089987,Beta,19,210,1.838849091,,1.612783857,2.06069784,,,,,,Y,
Pf16,Obs,ConvWT,HCW,1.903089987,Gamma,19,30,2.463892989,,2.071882007,2.844477176,,,,,,N,
Pf16,Obs,ConvWT,HCW,1.903089987,Gamma,19,210,2.227886705,,1.939519253,2.514547753,,,,,,N,
Pf16,Obs,ConvWT,HCW,1.903089987,Delta,19,30,2.534026106,,2.004321374,3.062581984,,,,,,N,
Pf16,Obs,ConvWT,HCW,1.903089987,Delta,19,210,2.037426498,,1.73239376,2.340444115,,,,,,N,
Pf17,Obs,Pf_Pf,HCW,0.698970004,WT,17,14,2.064457989,,1.886490725,2.247973266,,,,,,N,
Pf17,Obs,Pf_Pf,HCW,0.698970004,WT,17,90,1.799340549,,1.633468456,1.963787827,,,,,,N,
Pf17,Obs,Pf_Pf,HCW,0.698970004,WT,17,180,1.72427587,,1.531478917,1.924279286,,,,,,N,
Pf17,Obs,Pf_Pf,HCW,0.698970004,Omicron,17,14,0.77815125,,0.477121255,1,,,,,,N,
Pf17,Obs,Pf_Pf,HCW,0.698970004,Omicron,17,90,0.477121255,,0.301029996,0.698970004,,,,,,Y,
Pf17,Obs,Pf_Pf,HCW,0.698970004,Omicron,17,180,0.301029996,,0,0.477121255,,,,,,Y,
Pf17,Obs,ConvNR,HCW,0.698970004,WT,23,60,1.414973348,,1.230448921,1.591064607,,,,,,N,
Pf17,Obs,ConvNR,HCW,0.698970004,Omicron,23,60,0.602059991,,0.477121255,0.84509804,,,,,,Y,
Pf18,Obs,Pf_Pf,,1,WT,63,30,,,,,1.77815125,1.602059991,2.079181246,,,N,
Pf18,Obs,Pf_Pf,,1,WT,63,90,,,,,1.477121255,1.301029996,1.77815125,,,N,
Pf18,Obs,Pf_Pf,,1,Alpha,63,30,,,,,2.079181246,1.77815125,2.230448921,,,N,
Pf18,Obs,Pf_Pf,,1,Alpha,63,90,,,,,1.602059991,1.301029996,1.903089987,,,N,
Pf18,Obs,Pf_Pf,,1,Delta,63,30,,,,,1.602059991,1.301029996,1.903089987,,,N,
Pf18,Obs,Pf_Pf,,1,Delta,63,90,,,,,1.301029996,1,1.544068044,,,N,
Pf18,Obs,Pf_Pf,,1,Gamma,63,30,,,,,1.477121255,1.176091259,1.77815125,,,N,
Pf18,Obs,Pf_Pf,,1,Gamma,63,90,,,,,1.176091259,0.698970004,1.301029996,,,N,
Pf18,Obs,Pf_Pf,,1,Omicron,63,30,,,,,0,0,1,,,Y,
Pf18,Obs,Pf_Pf,,1,Omicron,63,90,,,,,0,0,1,,,Y,
Pf18,Obs,ConvNR,,1,WT,39,,,,,,1.176091259,0,1.397940009,,,N,
Pf18,Obs,ConvNR,,1,Alpha,39,,,,,,1.176091259,0,1.477121255,,,N,
Pf18,Obs,ConvNR,,1,Delta,39,,,,,,1,0,1.176091259,,,Y,
Pf18,Obs,ConvNR,,1,Gamma,39,,,,,,0,0,1,,,Y,
Pf18,Obs,ConvNR,,1,Omicron,39,,,,,,0,0,1,,,Y,
